gameid,date,home_team,away_team,goal,primary_assist,secondary_assist,game_situation,game_situation_general,gf_team,gf_team_game_number,ga_team,ga_team_game_number,GF_names,GA_names,GF_skaters,GA_skaters,GF1_name,GF2_name,GF3_name,GF4_name,GF5_name,GF6_name,GA1_name,GA2_name,GA3_name,GA4_name,GA5_name,GA6_name
441966,2019-12-07,Frölunda HC,HV 71,Johan Sundström,Patrik Carlsson,Samuel Fagemo,6v4,PP,Frölunda HC,24,HV 71,24,Samuel FagemoJoel LundqvistJohan SundströmBrandon GormleySimon HjalmarssonPatrik Carlsson,Didrik StrömbergOscar SundhChristian SandbergJesper WilliamssonJonas GunnarssonGKNA,6,4,Samuel Fagemo,Joel Lundqvist,Johan Sundström,Brandon Gormley,Simon Hjalmarsson,Patrik Carlsson,Didrik Strömberg,Oscar Sundh,Christian Sandberg,Jesper Williamsson,Jonas GunnarssonGK,NA
441973,2019-12-17,HV 71,IF Malmö Redhawks,Matias Myttynen,Fredrik Händemark,Jesper Jensen Aabo,5v4,PP,IF Malmö Redhawks,25,HV 71,25,Marcus BjörkLars BryggmanMatias MyttynenJesper Jensen AaboFredrik HändemarkOscar AlsenfeltGK,Didrik StrömbergOscar SundhChristian SandbergJesper WilliamssonJonas GunnarssonGKNA,5,4,Marcus Björk,Lars Bryggman,Matias Myttynen,Jesper Jensen Aabo,Fredrik Händemark,Oscar AlsenfeltGK,Didrik Strömberg,Oscar Sundh,Christian Sandberg,Jesper Williamsson,Jonas GunnarssonGK,NA
442000,2019-12-26,HV 71,Leksands IF,André Hult,Mattias Ritola,Jon Knuts,5v4,PP,Leksands IF,27,HV 71,28,Jon KnutsMattias KarlssonMattias RitolaAndré HultPatrik ZackrissonJanne JuvonenGK,Didrik StrömbergOscar SundhChristian SandbergJesper WilliamssonJonas GunnarssonGKNA,5,4,Jon Knuts,Mattias Karlsson,Mattias Ritola,André Hult,Patrik Zackrisson,Janne JuvonenGK,Didrik Strömberg,Oscar Sundh,Christian Sandberg,Jesper Williamsson,Jonas GunnarssonGK,NA
442086,2020-01-09,Djurgårdens IF,HV 71,Alexander Holtz,,,5v5ENG,ENG,Djurgårdens IF,31,HV 71,31,Marcus HögströmPatrik BerglundDick AxelssonJesper PetterssonAlexander HoltzNiklas SvedbergGK,Markus LauridsenSimon ÖnerudEmil JohanssonLinus SandinLinus FröbergNA,5,5,Marcus Högström,Patrik Berglund,Dick Axelsson,Jesper Pettersson,Alexander Holtz,Niklas SvedbergGK,Markus Lauridsen,Simon Önerud,Emil Johansson,Linus Sandin,Linus Fröberg,NA
442093,2020-01-11,HV 71,Skellefteå AIK,Oscar Möller,,,1v0,SO,Skellefteå AIK,32,HV 71,32,Oscar MöllerNANANANANA,Hugo AlnefeltGKNANANANANA,1,0,Oscar Möller,NA,NA,NA,NA,NA,Hugo AlnefeltGK,NA,NA,NA,NA,NA
442109,2020-01-18,Luleå HF,HV 71,Filip Hållander,Nils Lundkvist,Petter Emanuelsson,5v4,PP,Luleå HF,34,HV 71,33,Petter EmanuelssonJack ConnollyNils LundkvistJoel LassinanttiGKDaniel SondellFilip Hållander,Oscar SundhJesper WilliamssonJonas GunnarssonGKJohan JohnssonEric MartinssonNA,5,4,Petter Emanuelsson,Jack Connolly,Nils Lundkvist,Joel LassinanttiGK,Daniel Sondell,Filip Hållander,Oscar Sundh,Jesper Williamsson,Jonas GunnarssonGK,Johan Johnsson,Eric Martinsson,NA
442109,2020-01-18,Luleå HF,HV 71,Jesper Sellgren,Arttu Ilomäki,Juhani Tyrväinen,5v3,PP,Luleå HF,34,HV 71,33,Einar EmanuelssonJuhani TyrväinenJesper SellgrenJoel LassinanttiGKEmil LarssonArttu Ilomäki,Didrik StrömbergOscar SundhJoakim AnderssonJonas GunnarssonGKNANA,5,3,Einar Emanuelsson,Juhani Tyrväinen,Jesper Sellgren,Joel LassinanttiGK,Emil Larsson,Arttu Ilomäki,Didrik Strömberg,Oscar Sundh,Joakim Andersson,Jonas GunnarssonGK,NA,NA
441809,2019-09-14,Leksands IF,IF Malmö Redhawks,Sebastian Wännström,Jon Knuts,Patrik Zackrisson,5v4,PP,Leksands IF,1,IF Malmö Redhawks,1,Johan FranssonJon KnutsMattias RitolaSebastian WännströmPatrik ZackrissonJanne JuvonenGK,Tobias EkbergAxel WemmenbornChristoffer ForsbergNiklas ArellOscar AlsenfeltGKNA,5,4,Johan Fransson,Jon Knuts,Mattias Ritola,Sebastian Wännström,Patrik Zackrisson,Janne JuvonenGK,Tobias Ekberg,Axel Wemmenborn,Christoffer Forsberg,Niklas Arell,Oscar AlsenfeltGK,NA
441812,2019-09-17,IF Malmö Redhawks,Rögle BK,Niklas Hansson,Nils Höglander,Simon Ryfors,5v4,PP,Rögle BK,2,IF Malmö Redhawks,2,Mattias SjögrenSimon RyforsNils HöglanderNiklas HanssonRoman WillGKDominik Bokk,Carl-Johan LerbyLars BryggmanFredrik HändemarkOscar AlsenfeltGKAdam Ollas MattssonNA,5,4,Mattias Sjögren,Simon Ryfors,Nils Höglander,Niklas Hansson,Roman WillGK,Dominik Bokk,Carl-Johan Lerby,Lars Bryggman,Fredrik Händemark,Oscar AlsenfeltGK,Adam Ollas Mattsson,NA
441812,2019-09-17,IF Malmö Redhawks,Rögle BK,Daniel Zaar,Dennis Everberg,Kodie Curran,5v4,PP,Rögle BK,2,IF Malmö Redhawks,2,Kodie CurranDennis EverbergAnton BengtssonRoman WillGKDaniel ZaarEric Gelinas,Lars BryggmanTobias EkbergFredrik HändemarkOscar AlsenfeltGKAdam Ollas MattssonNA,5,4,Kodie Curran,Dennis Everberg,Anton Bengtsson,Roman WillGK,Daniel Zaar,Eric Gelinas,Lars Bryggman,Tobias Ekberg,Fredrik Händemark,Oscar AlsenfeltGK,Adam Ollas Mattsson,NA
441832,2019-09-26,Färjestad BK,IF Malmö Redhawks,Marcus Nilsson,Jonathon Blum,,5v4,PP,Färjestad BK,5,IF Malmö Redhawks,4,Marcus NilssonPer ÅslundJonathon BlumMichael LindqvistMarkus SvenssonGKJohan Ryno,Johan OlofssonCarl-Johan LerbyChristoffer ForsbergLars VoldenGKJesper Jensen AaboNA,5,4,Marcus Nilsson,Per Åslund,Jonathon Blum,Michael Lindqvist,Markus SvenssonGK,Johan Ryno,Johan Olofsson,Carl-Johan Lerby,Christoffer Forsberg,Lars VoldenGK,Jesper Jensen Aabo,NA
441832,2019-09-26,Färjestad BK,IF Malmö Redhawks,Jesper Olofsson,Vojtech Mozik,Gustav Rydahl,3v3,EV,Färjestad BK,5,IF Malmö Redhawks,4,Gustav RydahlMarkus SvenssonGKVojtech MozikJesper OlofssonNANA,Axel WemmenbornLars VoldenGKJesper Jensen AaboEmil SylvegårdNANA,3,3,Gustav Rydahl,Markus SvenssonGK,Vojtech Mozik,Jesper Olofsson,NA,NA,Axel Wemmenborn,Lars VoldenGK,Jesper Jensen Aabo,Emil Sylvegård,NA,NA
441862,2019-10-10,IF Malmö Redhawks,Skellefteå AIK,Filip Berglund,Jonathan Pudas,Andreas Wingerli,5v4,PP,Skellefteå AIK,9,IF Malmö Redhawks,8,Filip BerglundAndreas WingerliRobin AlvarezGustaf LindvallGKJonatan BerggrenJonathan Pudas,Lars BryggmanNiklas ArellJesper Jensen AaboOscar AlsenfeltGKCarl PerssonNA,5,4,Filip Berglund,Andreas Wingerli,Robin Alvarez,Gustaf LindvallGK,Jonatan Berggren,Jonathan Pudas,Lars Bryggman,Niklas Arell,Jesper Jensen Aabo,Oscar AlsenfeltGK,Carl Persson,NA
441878,2019-10-17,IF Malmö Redhawks,HV 71,Oscar Sundh,,,1v0,SO,HV 71,11,IF Malmö Redhawks,10,Oscar SundhNANANANANA,Oscar AlsenfeltGKNANANANANA,1,0,Oscar Sundh,NA,NA,NA,NA,NA,Oscar AlsenfeltGK,NA,NA,NA,NA,NA
441878,2019-10-17,IF Malmö Redhawks,HV 71,Johannes Kinnvall,Alexander Bergström,Eric Martinsson,5v4,PP,HV 71,11,IF Malmö Redhawks,10,Joakim AnderssonAlexander BergströmJohannes KinnvallAnthony CamaraHugo AlnefeltGKEric Martinsson,Malte SetkovCarl-Johan LerbyAxel WemmenbornLars VoldenGKCarl PerssonNA,5,4,Joakim Andersson,Alexander Bergström,Johannes Kinnvall,Anthony Camara,Hugo AlnefeltGK,Eric Martinsson,Malte Setkov,Carl-Johan Lerby,Axel Wemmenborn,Lars VoldenGK,Carl Persson,NA
441881,2019-10-19,Frölunda HC,IF Malmö Redhawks,Rhett Rakhshani,Joel Lundqvist,Simon Hjalmarsson,5v4,PP,Frölunda HC,12,IF Malmö Redhawks,11,Jacob MoverareJoel LundqvistNiklas RubinGKRhett RakhshaniSimon HjalmarssonRyan Lasch,Axel WemmenbornNiklas ArellJesper Jensen AaboOscar AlsenfeltGKCarl PerssonNA,5,4,Jacob Moverare,Joel Lundqvist,Niklas RubinGK,Rhett Rakhshani,Simon Hjalmarsson,Ryan Lasch,Axel Wemmenborn,Niklas Arell,Jesper Jensen Aabo,Oscar AlsenfeltGK,Carl Persson,NA
441881,2019-10-19,Frölunda HC,IF Malmö Redhawks,Nicklas Lasu,Patrik Carlsson,,5v4,PP,Frölunda HC,12,IF Malmö Redhawks,11,Jacob MoverareNicklas LasuNiklas RubinGKRhett RakhshaniPatrik CarlssonRyan Lasch,Lars BryggmanChristoffer ForsbergTobias EkbergOscar AlsenfeltGKAdam Ollas MattssonNA,5,4,Jacob Moverare,Nicklas Lasu,Niklas RubinGK,Rhett Rakhshani,Patrik Carlsson,Ryan Lasch,Lars Bryggman,Christoffer Forsberg,Tobias Ekberg,Oscar AlsenfeltGK,Adam Ollas Mattsson,NA
441817,2019-10-29,Brynäs IF,IF Malmö Redhawks,Victor Söderström,Lukas Zetterberg,Anton Rödin,5v4,PP,Brynäs IF,14,IF Malmö Redhawks,14,Victor SöderströmAnton RödinLukas ZetterbergSamuel ErssonGKLinus ÖlundGreg Scott,Lars BryggmanLars VoldenGKTobias EkbergAdam Ollas MattssonCarl PerssonNA,5,4,Victor Söderström,Anton Rödin,Lukas Zetterberg,Samuel ErssonGK,Linus Ölund,Greg Scott,Lars Bryggman,Lars VoldenGK,Tobias Ekberg,Adam Ollas Mattsson,Carl Persson,NA
441903,2019-10-31,IF Malmö Redhawks,Frölunda HC,Ryan Lasch,Rhett Rakhshani,,5v4,PP,Frölunda HC,15,IF Malmö Redhawks,15,Johan MattssonGKBrandon GormleyJacob PetersonRhett RakhshaniSimon HjalmarssonRyan Lasch,Carl-Johan LerbyAxel WemmenbornLars VoldenGKNiklas ArellCarl PerssonNA,5,4,Johan MattssonGK,Brandon Gormley,Jacob Peterson,Rhett Rakhshani,Simon Hjalmarsson,Ryan Lasch,Carl-Johan Lerby,Axel Wemmenborn,Lars VoldenGK,Niklas Arell,Carl Persson,NA
441911,2019-11-02,IF Malmö Redhawks,Leksands IF,Spencer Abbott,Mattias Karlsson,Daniel Olsson-Trkulja,5v4,PP,Leksands IF,16,IF Malmö Redhawks,16,Johan FranssonDaniel Olsson-TrkuljaSebastian WännströmMarek HrivikAxel BrageGKSpencer Abbott,Christoffer ForsbergTobias EkbergOscar AlsenfeltGKAdam Ollas MattssonCarl PerssonNA,5,4,Johan Fransson,Daniel Olsson-Trkulja,Sebastian Wännström,Marek Hrivik,Axel BrageGK,Spencer Abbott,Christoffer Forsberg,Tobias Ekberg,Oscar AlsenfeltGK,Adam Ollas Mattsson,Carl Persson,NA
441911,2019-11-02,IF Malmö Redhawks,Leksands IF,Thomas Valkvae-Olsen,Mattias Ritola,Spencer Abbott,5v4,PP,Leksands IF,16,IF Malmö Redhawks,16,Mattias KarlssonMattias RitolaSebastian WännströmThomas Valkvae-OlsenAxel BrageGKSpencer Abbott,Carl-Johan LerbyLars BryggmanJesper Jensen AaboFredrik HändemarkOscar AlsenfeltGKNA,5,4,Mattias Karlsson,Mattias Ritola,Sebastian Wännström,Thomas Valkvae-Olsen,Axel BrageGK,Spencer Abbott,Carl-Johan Lerby,Lars Bryggman,Jesper Jensen Aabo,Fredrik Händemark,Oscar AlsenfeltGK,NA
442116,2019-11-14,IF Malmö Redhawks,IK Oskarshamn,Filiph Engsund,,,5v4,PP,IK Oskarshamn,17,IF Malmö Redhawks,17,Simon DespresArsi PiispanenTyler KelleherMarkus ModigsFiliph EngsundTex WilliamssonGK,Carl-Johan LerbyMatias LassenFredrik HändemarkOscar AlsenfeltGKCarl PerssonNA,5,4,Simon Despres,Arsi Piispanen,Tyler Kelleher,Markus Modigs,Filiph Engsund,Tex WilliamssonGK,Carl-Johan Lerby,Matias Lassen,Fredrik Händemark,Oscar AlsenfeltGK,Carl Persson,NA
441939,2019-11-23,IF Malmö Redhawks,Brynäs IF,Tomi Sallinen,Adam Brodecki,Jaedon Descheneau,5v4,PP,Brynäs IF,20,IF Malmö Redhawks,20,Victor SöderströmAdam BrodeckiSamuel ErssonGKJacob BlomqvistTomi SallinenJaedon Descheneau,Axel WemmenbornLars VoldenGKTobias EkbergAdam Ollas MattssonCarl PerssonNA,5,4,Victor Söderström,Adam Brodecki,Samuel ErssonGK,Jacob Blomqvist,Tomi Sallinen,Jaedon Descheneau,Axel Wemmenborn,Lars VoldenGK,Tobias Ekberg,Adam Ollas Mattsson,Carl Persson,NA
441948,2019-11-28,Rögle BK,IF Malmö Redhawks,Simon Ryfors,Daniel Zaar,Kodie Curran,3v3,EV,Rögle BK,22,IF Malmö Redhawks,21,Kodie CurranSimon RyforsRoman WillGKDaniel ZaarNANA,Lars BryggmanJesper JensenJesper Jensen AaboOscar AlsenfeltGKNANA,3,3,Kodie Curran,Simon Ryfors,Roman WillGK,Daniel Zaar,NA,NA,Lars Bryggman,Jesper Jensen,Jesper Jensen Aabo,Oscar AlsenfeltGK,NA,NA
441948,2019-11-28,Rögle BK,IF Malmö Redhawks,Nils Höglander,Kodie Curran,,5v4,PP,Rögle BK,22,IF Malmö Redhawks,21,Kodie CurranSimon RyforsTaylor MatsonNils HöglanderNiklas HanssonRoman WillGK,Linus CronholmHenrik HettaJesper JensenTobias EkbergOscar AlsenfeltGKNA,5,4,Kodie Curran,Simon Ryfors,Taylor Matson,Nils Höglander,Niklas Hansson,Roman WillGK,Linus Cronholm,Henrik Hetta,Jesper Jensen,Tobias Ekberg,Oscar AlsenfeltGK,NA
441955,2019-11-30,Skellefteå AIK,IF Malmö Redhawks,Jesper Frödén,Filip Berglund,Jonatan Berggren,5v4,PP,Skellefteå AIK,22,IF Malmö Redhawks,22,Filip BerglundAndreas WingerliJesper FrödénGustaf LindvallGKJacob OlofssonJonatan Berggren,Johan OlofssonChristoffer ForsbergLars VoldenGKTobias EkbergAdam Ollas MattssonNA,5,4,Filip Berglund,Andreas Wingerli,Jesper Frödén,Gustaf LindvallGK,Jacob Olofsson,Jonatan Berggren,Johan Olofsson,Christoffer Forsberg,Lars VoldenGK,Tobias Ekberg,Adam Ollas Mattsson,NA
441960,2019-12-05,IF Malmö Redhawks,Färjestad BK,Victor Ejdsell,Jonathon Blum,Per Åslund,5v4,PP,Färjestad BK,23,IF Malmö Redhawks,23,Marcus NilssonVictor EjdsellPer ÅslundJonathon BlumMichael LindqvistMarkus SvenssonGK,Johan OlofssonLinus CronholmChristoffer ForsbergOscar AlsenfeltGKAdam Ollas MattssonNA,5,4,Marcus Nilsson,Victor Ejdsell,Per Åslund,Jonathon Blum,Michael Lindqvist,Markus SvenssonGK,Johan Olofsson,Linus Cronholm,Christoffer Forsberg,Oscar AlsenfeltGK,Adam Ollas Mattsson,NA
441987,2019-12-26,Linköping HC,IF Malmö Redhawks,Broc Little,Samuel Lofquist,Jaakko Rissanen,5v4,PP,Linköping HC,26,IF Malmö Redhawks,28,Samuel LofquistHenrik TörnqvistAndrew GordonJaakko RissanenBroc LittleJonas GustavssonGK,Axel WemmenbornMatias LassenJesper Jensen AaboOscar AlsenfeltGKCarl PerssonNA,5,4,Samuel Lofquist,Henrik Törnqvist,Andrew Gordon,Jaakko Rissanen,Broc Little,Jonas GustavssonGK,Axel Wemmenborn,Matias Lassen,Jesper Jensen Aabo,Oscar AlsenfeltGK,Carl Persson,NA
441995,2019-12-28,IF Malmö Redhawks,Rögle BK,Leon Bristedt,Anton Bengtsson,Samuel Johannesson,5v4,PP,Rögle BK,28,IF Malmö Redhawks,29,Samuel JohannessonSimon RyforsTaylor MatsonAnton BengtssonRoman WillGKLeon Bristedt,Johan OlofssonMatias LassenChristoffer ForsbergJesper Jensen AaboOscar AlsenfeltGKNA,5,4,Samuel Johannesson,Simon Ryfors,Taylor Matson,Anton Bengtsson,Roman WillGK,Leon Bristedt,Johan Olofsson,Matias Lassen,Christoffer Forsberg,Jesper Jensen Aabo,Oscar AlsenfeltGK,NA
441999,2019-12-30,Brynäs IF,IF Malmö Redhawks,Anton Rödin,Nicklas Danielsson,Greg Scott,5v4,PP,Brynäs IF,29,IF Malmö Redhawks,30,Anton RödinEmil MolinJoacim ErikssonGKLinus ÖlundGreg ScottNicklas Danielsson,Linus CronholmLars BryggmanFredrik HändemarkOscar AlsenfeltGKNicolai MeyerNA,5,4,Anton Rödin,Emil Molin,Joacim ErikssonGK,Linus Ölund,Greg Scott,Nicklas Danielsson,Linus Cronholm,Lars Bryggman,Fredrik Händemark,Oscar AlsenfeltGK,Nicolai Meyer,NA
441999,2019-12-30,Brynäs IF,IF Malmö Redhawks,Emil Molin,Anton Rödin,Linus Ölund,5v3,PP,Brynäs IF,29,IF Malmö Redhawks,30,Anton RödinEmil MolinJoacim ErikssonGKLinus ÖlundGreg ScottNicklas Danielsson,Carl-Johan LerbyFredrik HändemarkOscar AlsenfeltGKAdam Ollas MattssonNANA,5,3,Anton Rödin,Emil Molin,Joacim ErikssonGK,Linus Ölund,Greg Scott,Nicklas Danielsson,Carl-Johan Lerby,Fredrik Händemark,Oscar AlsenfeltGK,Adam Ollas Mattsson,NA,NA
442009,2020-01-04,IF Malmö Redhawks,Örebro HK,Shane Harper,Mathias Bromé,Dominik Furch,3v3,EV,Örebro HK,30,IF Malmö Redhawks,31,Rasmus RissanenShane HarperDominik FurchGKMathias BroméNANA,Frederik StormJesper Jensen AaboFredrik HändemarkOscar AlsenfeltGKNANA,3,3,Rasmus Rissanen,Shane Harper,Dominik FurchGK,Mathias Bromé,NA,NA,Frederik Storm,Jesper Jensen Aabo,Fredrik Händemark,Oscar AlsenfeltGK,NA,NA
442106,2020-01-18,Djurgårdens IF,IF Malmö Redhawks,Dick Axelsson,Marcus Högström,Michael Haga,5v4,PP,Djurgårdens IF,34,IF Malmö Redhawks,34,Marcus HögströmNiclas BergforsPatrik BerglundDick AxelssonMichael HagaNiklas SvedbergGK,Johan OlofssonChristoffer ForsbergNiklas ArellJesper Jensen AaboOscar AlsenfeltGKNA,5,4,Marcus Högström,Niclas Bergfors,Patrik Berglund,Dick Axelsson,Michael Haga,Niklas SvedbergGK,Johan Olofsson,Christoffer Forsberg,Niklas Arell,Jesper Jensen Aabo,Oscar AlsenfeltGK,NA
441808,2019-09-14,Skellefteå AIK,IK Oskarshamn,Joakim Lindström,Oscar Möller,Jonathan Pudas,4v3,PP,Skellefteå AIK,1,IK Oskarshamn,1,Joakim LindströmTom PyattGustaf LindvallGKOscar MöllerJonathan PudasNA,Johannes SalmonssonHenrik NilssonFredrik Petterson-WentzelGKOskar NilssonNANA,4,3,Joakim Lindström,Tom Pyatt,Gustaf LindvallGK,Oscar Möller,Jonathan Pudas,NA,Johannes Salmonsson,Henrik Nilsson,Fredrik Petterson-WentzelGK,Oskar Nilsson,NA,NA
441837,2019-09-26,Växjö Lakers HC,IK Oskarshamn,Jakob Forsbacka-Karlsson,Richard Gynge,Roman Horak,5v4,PP,Växjö Lakers HC,5,IK Oskarshamn,5,Matthew BodieRichard GyngeEmil PetterssonJakob Forsbacka-KarlssonRoman HorakViktor FasthGK,Johannes SalmonssonHenrik NilssonFredrik Petterson-WentzelGKJohan AlmRobin SöderqvistNA,5,4,Matthew Bodie,Richard Gynge,Emil Pettersson,Jakob Forsbacka-Karlsson,Roman Horak,Viktor FasthGK,Johannes Salmonsson,Henrik Nilsson,Fredrik Petterson-WentzelGK,Johan Alm,Robin Söderqvist,NA
441843,2019-09-28,IK Oskarshamn,Luleå HF,Petter Emanuelsson,Jack Connolly,Einar Emanuelsson,5v4,PP,Luleå HF,6,IK Oskarshamn,6,Einar EmanuelssonPetter EmanuelssonJack ConnollyNils LundkvistJoel LassinanttiGKAustin Farley,Jesper DahlrothJohannes SalmonssonFiliph EngsundEmil WahlbergTex WilliamssonGKNA,5,4,Einar Emanuelsson,Petter Emanuelsson,Jack Connolly,Nils Lundkvist,Joel LassinanttiGK,Austin Farley,Jesper Dahlroth,Johannes Salmonsson,Filiph Engsund,Emil Wahlberg,Tex WilliamssonGK,NA
441846,2019-10-03,IK Oskarshamn,HV 71,Christian Sandberg,Anthony Camara,Nils Andersson,3v3,EV,HV 71,8,IK Oskarshamn,7,Nils AnderssonChristian SandbergAnthony CamaraHugo AlnefeltGKNANA,Joakim ThelinJohannes SalmonssonEmil WahlbergTex WilliamssonGKNANA,3,3,Nils Andersson,Christian Sandberg,Anthony Camara,Hugo AlnefeltGK,NA,NA,Joakim Thelin,Johannes Salmonsson,Emil Wahlberg,Tex WilliamssonGK,NA,NA
441853,2019-10-05,Färjestad BK,IK Oskarshamn,Jesper Olofsson,Victor Ejdsell,Jonathon Blum,5v4,PP,Färjestad BK,8,IK Oskarshamn,8,Ville LeskinenVictor EjdsellJonathon BlumLinus JohanssonArvid HolmGKJesper Olofsson,Jesper DahlrothJoakim ThelinGustaf FranzénEmil WahlbergTex WilliamssonGKNA,5,4,Ville Leskinen,Victor Ejdsell,Jonathon Blum,Linus Johansson,Arvid HolmGK,Jesper Olofsson,Jesper Dahlroth,Joakim Thelin,Gustaf Franzén,Emil Wahlberg,Tex WilliamssonGK,NA
441853,2019-10-05,Färjestad BK,IK Oskarshamn,Michael Lindqvist,Lukas Ekeståhl-Jonsson,Marcus Nilsson,5v4,PP,Färjestad BK,8,IK Oskarshamn,8,Marcus NilssonDaniel VikstenLukas Ekeståhl-JonssonMichael LindqvistLinus JohanssonArvid HolmGK,Jesper DahlrothGustaf FranzénFiliph EngsundJohan AlmTex WilliamssonGKNA,5,4,Marcus Nilsson,Daniel Viksten,Lukas Ekeståhl-Jonsson,Michael Lindqvist,Linus Johansson,Arvid HolmGK,Jesper Dahlroth,Gustaf Franzén,Filiph Engsund,Johan Alm,Tex WilliamssonGK,NA
441853,2019-10-05,Färjestad BK,IK Oskarshamn,Michael Lindqvist,Marcus Nilsson,Jonathon Blum,5v4,PP,Färjestad BK,8,IK Oskarshamn,8,Marcus NilssonDaniel VikstenPer ÅslundJonathon BlumMichael LindqvistArvid HolmGK,Jesper DahlrothJoakim ThelinEmil WahlbergRobin SöderqvistTex WilliamssonGKNA,5,4,Marcus Nilsson,Daniel Viksten,Per Åslund,Jonathon Blum,Michael Lindqvist,Arvid HolmGK,Jesper Dahlroth,Joakim Thelin,Emil Wahlberg,Robin Söderqvist,Tex WilliamssonGK,NA
441863,2019-10-10,IK Oskarshamn,Frölunda HC,Ryan Lasch,Julius Bergman,Johan Sundström,4v4,EV,Frölunda HC,9,IK Oskarshamn,9,Jacob MoverareJohan SundströmNiklas RubinGKJulius BergmanRyan LaschNA,Pontus NäsénIsak PantzarePontus NetterbergFredrik Petterson-WentzelGKAlexander ReichenbergNA,4,4,Jacob Moverare,Johan Sundström,Niklas RubinGK,Julius Bergman,Ryan Lasch,NA,Pontus Näsén,Isak Pantzare,Pontus Netterberg,Fredrik Petterson-WentzelGK,Alexander Reichenberg,NA
441863,2019-10-10,IK Oskarshamn,Frölunda HC,Joel Lundqvist,Rhett Rakhshani,Niklas Rubin,5v4,PP,Frölunda HC,9,IK Oskarshamn,9,Joel LundqvistTheodor LennströmNiklas RubinGKRhett RakhshaniSimon HjalmarssonRyan Lasch,Jesper DahlrothJohn DahlströmFiliph EngsundFredrik Petterson-WentzelGKJohan AlmNA,5,4,Joel Lundqvist,Theodor Lennström,Niklas RubinGK,Rhett Rakhshani,Simon Hjalmarsson,Ryan Lasch,Jesper Dahlroth,John Dahlström,Filiph Engsund,Fredrik Petterson-WentzelGK,Johan Alm,NA
441869,2019-10-12,Örebro HK,IK Oskarshamn,Ryan Stoa,Daniel Muzito-Bagenda,Kristian Näkyvä,5v4,PP,Örebro HK,10,IK Oskarshamn,10,Daniel Muzito-BagendaSakari SalminenDominik FurchGKKristian NäkyväMathias BroméRyan Stoa,John DahlströmHenrik NilssonFiliph EngsundFredrik Petterson-WentzelGKJohan AlmNA,5,4,Daniel Muzito-Bagenda,Sakari Salminen,Dominik FurchGK,Kristian Näkyvä,Mathias Bromé,Ryan Stoa,John Dahlström,Henrik Nilsson,Filiph Engsund,Fredrik Petterson-WentzelGK,Johan Alm,NA
441882,2019-10-19,IK Oskarshamn,Linköping HC,Adam Helewka,,,5v3,PP,Linköping HC,12,IK Oskarshamn,12,Henrik TörnqvistAndrew GordonAdam HelewkaBroc LittleJonas GustavssonGKMax Lindroth,Isak PantzareJohn DahlströmEmil WahlbergTex WilliamssonGKNANA,5,3,Henrik Törnqvist,Andrew Gordon,Adam Helewka,Broc Little,Jonas GustavssonGK,Max Lindroth,Isak Pantzare,John Dahlström,Emil Wahlberg,Tex WilliamssonGK,NA,NA
441891,2019-10-24,IF Malmö Redhawks,IK Oskarshamn,Max Görtz,Carl-Johan Lerby,Frederik Storm,5v4,PP,IF Malmö Redhawks,12,IK Oskarshamn,13,Frederik StormCarl-Johan LerbyMax GörtzEmil SylvegårdOscar AlsenfeltGKNicolai Meyer,Jesper DahlrothSimon DespresJoakim ThelinFiliph EngsundTex WilliamssonGKNA,5,4,Frederik Storm,Carl-Johan Lerby,Max Görtz,Emil Sylvegård,Oscar AlsenfeltGK,Nicolai Meyer,Jesper Dahlroth,Simon Despres,Joakim Thelin,Filiph Engsund,Tex WilliamssonGK,NA
441895,2019-10-26,Djurgårdens IF,IK Oskarshamn,Mattias Guter,Patrik Berglund,Marcus Högström,3v3,EV,Djurgårdens IF,14,IK Oskarshamn,14,Marcus HögströmPatrik BerglundMattias GuterNiklas SvedbergGKNANA,Isak PantzareTyler KelleherFredrik Petterson-WentzelGKAlexander ReichenbergNANA,3,3,Marcus Högström,Patrik Berglund,Mattias Guter,Niklas SvedbergGK,NA,NA,Isak Pantzare,Tyler Kelleher,Fredrik Petterson-WentzelGK,Alexander Reichenberg,NA,NA
441910,2019-11-02,HV 71,IK Oskarshamn,Linus Sandin,Markus Lauridsen,Linus Fröberg,5v4,PP,HV 71,16,IK Oskarshamn,16,Markus LauridsenNils AnderssonLinus SandinAxel HolmströmJonas GunnarssonGKLinus Fröberg,Jesper DahlrothIsak PantzareJohannes SalmonssonFredrik Petterson-WentzelGKAlexander ReichenbergNA,5,4,Markus Lauridsen,Nils Andersson,Linus Sandin,Axel Holmström,Jonas GunnarssonGK,Linus Fröberg,Jesper Dahlroth,Isak Pantzare,Johannes Salmonsson,Fredrik Petterson-WentzelGK,Alexander Reichenberg,NA
441934,2019-11-21,IK Oskarshamn,Skellefteå AIK,Oscar Möller,Filip Berglund,Arvid Lundberg,5v5ENG,ENG,Skellefteå AIK,19,IK Oskarshamn,19,Filip BerglundJoakim LindströmTom PyattOscar MöllerMantas ArmalisGKArvid Lundberg,Pontus NäsénSimon DespresArsi PiispanenTyler KelleherJohannes SalmonssonNA,5,5,Filip Berglund,Joakim Lindström,Tom Pyatt,Oscar Möller,Mantas ArmalisGK,Arvid Lundberg,Pontus Näsén,Simon Despres,Arsi Piispanen,Tyler Kelleher,Johannes Salmonsson,NA
