gameid,date,home_team,away_team,goal,primary_assist,secondary_assist,game_situation,game_situation_general,gf_team,gf_team_game_number,ga_team,ga_team_game_number,GF_names,GA_names,GF_skaters,GA_skaters,GF1_name,GF2_name,GF3_name,GF4_name,GF5_name,GF6_name,GA1_name,GA2_name,GA3_name,GA4_name,GA5_name,GA6_name
442103,2020-01-16,Rögle BK,Luleå HF,Joonas Jalvanti,Oscar Engsund,Petter Emanuelsson,5v5,EV,Luleå HF,33,Rögle BK,33,Petter EmanuelssonJoonas JalvantiJack ConnollyDavid RautioGKOscar EngsundFilip Hållander,Erlend LesundMattias SjögrenSamuel JonssonAdam EdströmErik AnderssonChristoffer RifalkGK,5,5,Petter Emanuelsson,Joonas Jalvanti,Jack Connolly,David RautioGK,Oscar Engsund,Filip Hållander,Erlend Lesund,Mattias Sjögren,Samuel Jonsson,Adam Edström,Erik Andersson,Christoffer RifalkGK
442103,2020-01-16,Rögle BK,Luleå HF,Jonas Berglund,Isac Brännström,Daniel Sondell,4v5,SH,Luleå HF,33,Rögle BK,33,Jonas BerglundIsac BrännströmJesper SellgrenDavid RautioGKDaniel SondellNA,Samuel JohannessonSimon RyforsTaylor MatsonNils HöglanderAnton BengtssonChristoffer RifalkGK,4,5,Jonas Berglund,Isac Brännström,Jesper Sellgren,David RautioGK,Daniel Sondell,NA,Samuel Johannesson,Simon Ryfors,Taylor Matson,Nils Höglander,Anton Bengtsson,Christoffer RifalkGK
442103,2020-01-16,Rögle BK,Luleå HF,Juhani Tyrväinen,Jesper Sellgren,Einar Emanuelsson,5v5,EV,Luleå HF,33,Rögle BK,33,Einar EmanuelssonJuhani TyrväinenJesper SellgrenDavid RautioGKEmil LarssonArttu Ilomäki,Daniel BertovCraig SchiraNils HöglanderAnton BengtssonErik AnderssonChristoffer RifalkGK,5,5,Einar Emanuelsson,Juhani Tyrväinen,Jesper Sellgren,David RautioGK,Emil Larsson,Arttu Ilomäki,Daniel Bertov,Craig Schira,Nils Höglander,Anton Bengtsson,Erik Andersson,Christoffer RifalkGK
441971,2019-12-17,Djurgårdens IF,Brynäs IF,Marcus Högström,Anton Hedman,,5v5,EV,Djurgårdens IF,25,Brynäs IF,25,Marcus HögströmAnton HedmanTom WandellKarri RämöGKJesper PetterssonMichael Haga,Adam BrodeckiEmil ForslundJoacim ErikssonGKLinus ÖlundJonathan SigaletAlexander Lindelöf,5,5,Marcus Högström,Anton Hedman,Tom Wandell,Karri RämöGK,Jesper Pettersson,Michael Haga,Adam Brodecki,Emil Forslund,Joacim ErikssonGK,Linus Ölund,Jonathan Sigalet,Alexander Lindelöf
441813,2019-09-17,IK Oskarshamn,Leksands IF,Oskar Lang,Jonas Ahnelöv,,5v5,EV,Leksands IF,2,IK Oskarshamn,2,Oskar LangDaniel GunnarssonAndré HultLinus PerssonJanne JuvonenGKJonas Ahnelöv,Jesper DahlrothArsi PiispanenTyler KelleherNichlas HardtOskar NilssonTex WilliamssonGK,5,5,Oskar Lang,Daniel Gunnarsson,André Hult,Linus Persson,Janne JuvonenGK,Jonas Ahnelöv,Jesper Dahlroth,Arsi Piispanen,Tyler Kelleher,Nichlas Hardt,Oskar Nilsson,Tex WilliamssonGK
441828,2019-09-21,IK Oskarshamn,Djurgårdens IF,Simon Johansson,Olle Alsing,Sebastian Strandberg,5v5,EV,Djurgårdens IF,4,IK Oskarshamn,4,Henrik ErikssonSimon JohanssonSebastian StrandbergRobin JensenGKOlle AlsingAlexander Holtz,Simon DespresPontus NetterbergJohn DahlströmEmil WahlbergRobin SöderqvistTex WilliamssonGK,5,5,Henrik Eriksson,Simon Johansson,Sebastian Strandberg,Robin JensenGK,Olle Alsing,Alexander Holtz,Simon Despres,Pontus Netterberg,John Dahlström,Emil Wahlberg,Robin Söderqvist,Tex WilliamssonGK
441828,2019-09-21,IK Oskarshamn,Djurgårdens IF,Patrik Berglund,Olle Alsing,Simon Johansson,6v5,Goalie Pulled,Djurgårdens IF,4,IK Oskarshamn,4,Simon JohanssonPatrik BerglundOlle AlsingJacob JosefsonMattias GuterAlexander Holtz,Gustaf FranzénJohannes SalmonssonHenrik NilssonNichlas HardtJohan AlmTex WilliamssonGK,6,5,Simon Johansson,Patrik Berglund,Olle Alsing,Jacob Josefson,Mattias Guter,Alexander Holtz,Gustaf Franzén,Johannes Salmonsson,Henrik Nilsson,Nichlas Hardt,Johan Alm,Tex WilliamssonGK
441843,2019-09-28,IK Oskarshamn,Luleå HF,Nils Lundkvist,Isac Brännström,Einar Emanuelsson,5v5,EV,Luleå HF,6,IK Oskarshamn,6,Einar EmanuelssonCarl MattssonIsac BrännströmJesper SellgrenNils LundkvistJoel LassinanttiGK,Arsi PiispanenTyler KelleherHenrik NilssonNichlas HardtJohan AlmTex WilliamssonGK,5,5,Einar Emanuelsson,Carl Mattsson,Isac Brännström,Jesper Sellgren,Nils Lundkvist,Joel LassinanttiGK,Arsi Piispanen,Tyler Kelleher,Henrik Nilsson,Nichlas Hardt,Johan Alm,Tex WilliamssonGK
441853,2019-10-05,Färjestad BK,IK Oskarshamn,Gustav Rydahl,Michael Lindqvist,Sebastian Erixon,5v5,EV,Färjestad BK,8,IK Oskarshamn,8,Jens WestinMarcus NilssonGustav RydahlLukas Ekeståhl-JonssonMichael LindqvistArvid HolmGK,Isak PantzareGustaf FranzénPontus NetterbergNichlas HardtEmil WahlbergTex WilliamssonGK,5,5,Jens Westin,Marcus Nilsson,Gustav Rydahl,Lukas Ekeståhl-Jonsson,Michael Lindqvist,Arvid HolmGK,Isak Pantzare,Gustaf Franzén,Pontus Netterberg,Nichlas Hardt,Emil Wahlberg,Tex WilliamssonGK
441853,2019-10-05,Färjestad BK,IK Oskarshamn,Gustav Rydahl,Michael Lindqvist,Marcus Nilsson,5v5,EV,Färjestad BK,8,IK Oskarshamn,8,Jens WestinMarcus NilssonGustav RydahlLukas Ekeståhl-JonssonMichael LindqvistArvid HolmGK,Arsi PiispanenTyler KelleherHenrik NilssonNichlas HardtJohan AlmTex WilliamssonGK,5,5,Jens Westin,Marcus Nilsson,Gustav Rydahl,Lukas Ekeståhl-Jonsson,Michael Lindqvist,Arvid HolmGK,Arsi Piispanen,Tyler Kelleher,Henrik Nilsson,Nichlas Hardt,Johan Alm,Tex WilliamssonGK
441853,2019-10-05,Färjestad BK,IK Oskarshamn,Ville Leskinen,Linus Arnesson,,5v5,EV,Färjestad BK,8,IK Oskarshamn,8,Ville LeskinenLinus ArnessonSebastian ErixonJarno KärkiArvid HolmGKJesper Olofsson,Pontus NetterbergJohn DahlströmHenrik NilssonFiliph EngsundJohan AlmTex WilliamssonGK,5,5,Ville Leskinen,Linus Arnesson,Sebastian Erixon,Jarno Kärki,Arvid HolmGK,Jesper Olofsson,Pontus Netterberg,John Dahlström,Henrik Nilsson,Filiph Engsund,Johan Alm,Tex WilliamssonGK
441891,2019-10-24,IF Malmö Redhawks,IK Oskarshamn,Tobias Ekberg,Lars Bryggman,Matias Myttynen,5v5,EV,IF Malmö Redhawks,12,IK Oskarshamn,13,Lars BryggmanMatias MyttynenTobias EkbergFredrik HändemarkOscar AlsenfeltGKAdam Ollas Mattsson,Pontus NäsénJesper DahlrothJoakim ThelinJohn DahlströmRobin SöderqvistTex WilliamssonGK,5,5,Lars Bryggman,Matias Myttynen,Tobias Ekberg,Fredrik Händemark,Oscar AlsenfeltGK,Adam Ollas Mattsson,Pontus Näsén,Jesper Dahlroth,Joakim Thelin,John Dahlström,Robin Söderqvist,Tex WilliamssonGK
441904,2019-10-31,IK Oskarshamn,Brynäs IF,Greg Scott,Anton Rödin,,5v5,EV,Brynäs IF,15,IK Oskarshamn,15,Victor SöderströmAnton RödinAdam BrodeckiJoacim ErikssonGKGreg ScottJonathan Sigalet,Nicklas HeineröRok TicarHenrik NilssonFiliph EngsundChristian LindbergTex WilliamssonGK,5,5,Victor Söderström,Anton Rödin,Adam Brodecki,Joacim ErikssonGK,Greg Scott,Jonathan Sigalet,Nicklas Heinerö,Rok Ticar,Henrik Nilsson,Filiph Engsund,Christian Lindberg,Tex WilliamssonGK
441910,2019-11-02,HV 71,IK Oskarshamn,Christian Sandberg,Filip Sandberg,Juuso Ikonen,5v5,EV,HV 71,16,IK Oskarshamn,16,Didrik StrömbergFilip SandbergEmil JohanssonChristian SandbergJonas GunnarssonGKJuuso Ikonen,Nichlas TorpSimon DespresPontus NetterbergArsi PiispanenJohannes SalmonssonTex WilliamssonGK,5,5,Didrik Strömberg,Filip Sandberg,Emil Johansson,Christian Sandberg,Jonas GunnarssonGK,Juuso Ikonen,Nichlas Torp,Simon Despres,Pontus Netterberg,Arsi Piispanen,Johannes Salmonsson,Tex WilliamssonGK
442116,2019-11-14,IF Malmö Redhawks,IK Oskarshamn,Axel Wemmenborn,Carl-Johan Lerby,Marcus Björk,6v5,Goalie Pulled,IF Malmö Redhawks,17,IK Oskarshamn,17,Marcus BjörkCarl-Johan LerbyAxel WemmenbornMax GörtzHenrik HettaEmil Sylvegård,Nichlas TorpSimon DespresPontus NetterbergArsi PiispanenJohn DahlströmTex WilliamssonGK,6,5,Marcus Björk,Carl-Johan Lerby,Axel Wemmenborn,Max Görtz,Henrik Hetta,Emil Sylvegård,Nichlas Torp,Simon Despres,Pontus Netterberg,Arsi Piispanen,John Dahlström,Tex WilliamssonGK
442116,2019-11-14,IF Malmö Redhawks,IK Oskarshamn,Frederik Storm,Lars Bryggman,Fredrik Händemark,5v5,EV,IF Malmö Redhawks,17,IK Oskarshamn,17,Marcus BjörkFrederik StormCarl-Johan LerbyLars BryggmanFredrik HändemarkOscar AlsenfeltGK,Jesper DahlrothIsak PantzareRok TicarJohannes SalmonssonMarkus ModigsTex WilliamssonGK,5,5,Marcus Björk,Frederik Storm,Carl-Johan Lerby,Lars Bryggman,Fredrik Händemark,Oscar AlsenfeltGK,Jesper Dahlroth,Isak Pantzare,Rok Ticar,Johannes Salmonsson,Markus Modigs,Tex WilliamssonGK
442116,2019-11-14,IF Malmö Redhawks,IK Oskarshamn,Marcus Björk,Carl-Johan Lerby,Fredrik Händemark,5v5,EV,IF Malmö Redhawks,17,IK Oskarshamn,17,Marcus BjörkFrederik StormCarl-Johan LerbyLars BryggmanFredrik HändemarkOscar AlsenfeltGK,Jesper DahlrothIsak PantzareTyler KelleherFiliph EngsundNichlas HardtTex WilliamssonGK,5,5,Marcus Björk,Frederik Storm,Carl-Johan Lerby,Lars Bryggman,Fredrik Händemark,Oscar AlsenfeltGK,Jesper Dahlroth,Isak Pantzare,Tyler Kelleher,Filiph Engsund,Nichlas Hardt,Tex WilliamssonGK
442116,2019-11-14,IF Malmö Redhawks,IK Oskarshamn,Emil Sylvegård,Max Görtz,Axel Wemmenborn,5v5,EV,IF Malmö Redhawks,17,IK Oskarshamn,17,Axel WemmenbornMax GörtzNiklas ArellJesper Jensen AaboEmil SylvegårdOscar AlsenfeltGK,Nichlas TorpSimon DespresPontus NetterbergJohannes SalmonssonFiliph EngsundTex WilliamssonGK,5,5,Axel Wemmenborn,Max Görtz,Niklas Arell,Jesper Jensen Aabo,Emil Sylvegård,Oscar AlsenfeltGK,Nichlas Torp,Simon Despres,Pontus Netterberg,Johannes Salmonsson,Filiph Engsund,Tex WilliamssonGK
441940,2019-11-23,IK Oskarshamn,Färjestad BK,Martin Johansson,Jonathon Blum,Per Åslund,5v5,EV,Färjestad BK,20,IK Oskarshamn,20,Johan IvarssonPer ÅslundJonathon BlumMartin JohanssonCarl JakobssonArvid HolmGK,Joakim ThelinRobin SöderqvistHenrik NilssonNichlas HardtEmil WahlbergTex WilliamssonGK,5,5,Johan Ivarsson,Per Åslund,Jonathon Blum,Martin Johansson,Carl Jakobsson,Arvid HolmGK,Joakim Thelin,Robin Söderqvist,Henrik Nilsson,Nichlas Hardt,Emil Wahlberg,Tex WilliamssonGK
441946,2019-11-28,Frölunda HC,IK Oskarshamn,Jacob Peterson,Simon Hjalmarsson,Ryan Lasch,5v5,EV,Frölunda HC,21,IK Oskarshamn,21,Jacob MoverareViktor EkbomJohan MattssonGKJacob PetersonSimon HjalmarssonRyan Lasch,Simon DespresPontus NetterbergJohn DahlströmMarkus ModigsNichlas TorpTex WilliamssonGK,5,5,Jacob Moverare,Viktor Ekbom,Johan MattssonGK,Jacob Peterson,Simon Hjalmarsson,Ryan Lasch,Simon Despres,Pontus Netterberg,John Dahlström,Markus Modigs,Nichlas Torp,Tex WilliamssonGK
441946,2019-11-28,Frölunda HC,IK Oskarshamn,Patrik Carlsson,Ryan Lasch,Johan Sundström,5v5,EV,Frölunda HC,21,IK Oskarshamn,21,Johan SundströmJohan MattssonGKTheodor LennströmDavid PrintzPatrik CarlssonRyan Lasch,Matthew BodieSimon DespresArsi PiispanenTyler KelleherJohannes SalmonssonTex WilliamssonGK,5,5,Johan Sundström,Johan MattssonGK,Theodor Lennström,David Printz,Patrik Carlsson,Ryan Lasch,Matthew Bodie,Simon Despres,Arsi Piispanen,Tyler Kelleher,Johannes Salmonsson,Tex WilliamssonGK
441953,2019-11-30,IK Oskarshamn,Växjö Lakers HC,Roman Horak,Brendan Shinnimin,Miika Koivisto,5v5,EV,Växjö Lakers HC,22,IK Oskarshamn,22,Emil PetterssonJakob Forsbacka-KarlssonRoman HorakBrendan ShinniminViktor AndrénGKMiika Koivisto,Jesper DahlrothJohn DahlströmMarkus ModigsNichlas TorpRobin SöderqvistTex WilliamssonGK,5,5,Emil Pettersson,Jakob Forsbacka-Karlsson,Roman Horak,Brendan Shinnimin,Viktor AndrénGK,Miika Koivisto,Jesper Dahlroth,John Dahlström,Markus Modigs,Nichlas Torp,Robin Söderqvist,Tex WilliamssonGK
441953,2019-11-30,IK Oskarshamn,Växjö Lakers HC,Marcus Davidsson,Roman Horak,,5v5,EV,Växjö Lakers HC,22,IK Oskarshamn,22,Marcus DavidssonIlari MelartRoman HorakBrendan ShinniminViktor AndrénGKMiika Koivisto,Jesper DahlrothJoakim ThelinJonas EngströmMarkus ModigsNichlas TorpTex WilliamssonGK,5,5,Marcus Davidsson,Ilari Melart,Roman Horak,Brendan Shinnimin,Viktor AndrénGK,Miika Koivisto,Jesper Dahlroth,Joakim Thelin,Jonas Engström,Markus Modigs,Nichlas Torp,Tex WilliamssonGK
441962,2019-12-05,Leksands IF,IK Oskarshamn,Linus Persson,Sebastian Wännström,,5v5,EV,Leksands IF,23,IK Oskarshamn,23,Oskar LangDaniel GunnarssonMattias KarlssonSebastian WännströmLinus PerssonAxel BrageGK,Jesper DahlrothArsi PiispanenTyler KelleherHenrik NilssonMarkus ModigsTex WilliamssonGK,5,5,Oskar Lang,Daniel Gunnarsson,Mattias Karlsson,Sebastian Wännström,Linus Persson,Axel BrageGK,Jesper Dahlroth,Arsi Piispanen,Tyler Kelleher,Henrik Nilsson,Markus Modigs,Tex WilliamssonGK
441962,2019-12-05,Leksands IF,IK Oskarshamn,Philip Samuelsson,Mattias Ritola,Spencer Abbott,5v5,EV,Leksands IF,23,IK Oskarshamn,23,Daniel GunnarssonMattias RitolaPatrik ZackrissonAxel BrageGKPhilip SamuelssonSpencer Abbott,Jesper DahlrothNicklas HeineröJonas EngströmJohan JohnssonNichlas TorpTex WilliamssonGK,5,5,Daniel Gunnarsson,Mattias Ritola,Patrik Zackrisson,Axel BrageGK,Philip Samuelsson,Spencer Abbott,Jesper Dahlroth,Nicklas Heinerö,Jonas Engström,Johan Johnsson,Nichlas Torp,Tex WilliamssonGK
441962,2019-12-05,Leksands IF,IK Oskarshamn,Martin Karlsson,Daniel Gunnarsson,Mattias Karlsson,5v5,EV,Leksands IF,23,IK Oskarshamn,23,Fredrik ForsbergJon KnutsDaniel GunnarssonMattias KarlssonAxel BrageGKMartin Karlsson,Pontus NetterbergJohn DahlströmNichlas TorpEmil WahlbergRobin SöderqvistTex WilliamssonGK,5,5,Fredrik Forsberg,Jon Knuts,Daniel Gunnarsson,Mattias Karlsson,Axel BrageGK,Martin Karlsson,Pontus Netterberg,John Dahlström,Nichlas Torp,Emil Wahlberg,Robin Söderqvist,Tex WilliamssonGK
442010,2020-01-04,IK Oskarshamn,Djurgårdens IF,Tom Wandell,Marcus Högström,Erik Walli Walterholm,5v5,EV,Djurgårdens IF,30,IK Oskarshamn,30,Marcus HögströmTom WandellErik Walli WalterholmJesper PetterssonWilliam EklundNiklas SvedbergGK,Simon DespresTyler KelleherMarkus ModigsOskar NilssonRobin SöderqvistTex WilliamssonGK,5,5,Marcus Högström,Tom Wandell,Erik Walli Walterholm,Jesper Pettersson,William Eklund,Niklas SvedbergGK,Simon Despres,Tyler Kelleher,Markus Modigs,Oskar Nilsson,Robin Söderqvist,Tex WilliamssonGK
442010,2020-01-04,IK Oskarshamn,Djurgårdens IF,Tom Wandell,,,5v5,EV,Djurgårdens IF,30,IK Oskarshamn,30,Marcus HögströmTom WandellErik Walli WalterholmDick AxelssonJesper PetterssonNiklas SvedbergGK,Mathew BodieSimon DespresArsi PiispanenJohannes SalmonssonMarkus ModigsTex WilliamssonGK,5,5,Marcus Högström,Tom Wandell,Erik Walli Walterholm,Dick Axelsson,Jesper Pettersson,Niklas SvedbergGK,Mathew Bodie,Simon Despres,Arsi Piispanen,Johannes Salmonsson,Markus Modigs,Tex WilliamssonGK
442088,2020-01-09,IK Oskarshamn,Luleå HF,Filip Hållander,Joonas Jalvanti,Daniel Sondell,5v5,EV,Luleå HF,31,IK Oskarshamn,31,Noel GunlerJoonas JalvantiJack ConnollyDavid RautioGKDaniel SondellFilip Hållander,Mathew BodieSimon DespresJoakim ThelinArsi PiispanenNichlas HardtTex WilliamssonGK,5,5,Noel Gunler,Joonas Jalvanti,Jack Connolly,David RautioGK,Daniel Sondell,Filip Hållander,Mathew Bodie,Simon Despres,Joakim Thelin,Arsi Piispanen,Nichlas Hardt,Tex WilliamssonGK
442088,2020-01-09,IK Oskarshamn,Luleå HF,Daniel Sondell,Jack Connolly,,5v5,EV,Luleå HF,31,IK Oskarshamn,31,Joonas JalvantiJack ConnollyDavid RautioGKEmil LarssonDaniel SondellFilip Hållander,Tyler KelleherJohannes SalmonssonHenrik NilssonFiliph EngsundEmil WahlbergTex WilliamssonGK,5,5,Joonas Jalvanti,Jack Connolly,David RautioGK,Emil Larsson,Daniel Sondell,Filip Hållander,Tyler Kelleher,Johannes Salmonsson,Henrik Nilsson,Filiph Engsund,Emil Wahlberg,Tex WilliamssonGK
442102,2020-01-16,IK Oskarshamn,Frölunda HC,Joel Lundqvist,,,5v5,EV,Frölunda HC,33,IK Oskarshamn,33,Karl StolleryMax FribergAnders GrönlundSebastian StålbergJoel LundqvistNiklas RubinGK,Mathew BodieSimon DespresNicklas HeineröArsi PiispanenJohannes SalmonssonTex WilliamssonGK,5,5,Karl Stollery,Max Friberg,Anders Grönlund,Sebastian Stålberg,Joel Lundqvist,Niklas RubinGK,Mathew Bodie,Simon Despres,Nicklas Heinerö,Arsi Piispanen,Johannes Salmonsson,Tex WilliamssonGK
442110,2020-01-18,IK Oskarshamn,Leksands IF,Mattias Göransson,Sebastian Wännström,Thomas Valkvae-Olsen,5v5,EV,Leksands IF,34,IK Oskarshamn,34,Sebastian WännströmThomas Valkvae-OlsenLinus PerssonMattias GöranssonJanne JuvonenGKJonas Ahnelöv,Pontus NetterbergJonas EngströmHenrik NilssonFiliph EngsundNichlas TorpTex WilliamssonGK,5,5,Sebastian Wännström,Thomas Valkvae-Olsen,Linus Persson,Mattias Göransson,Janne JuvonenGK,Jonas Ahnelöv,Pontus Netterberg,Jonas Engström,Henrik Nilsson,Filiph Engsund,Nichlas Torp,Tex WilliamssonGK
442110,2020-01-18,IK Oskarshamn,Leksands IF,Johan Fransson,Lucas Nordsäter,Spencer Abbott,5v5,EV,Leksands IF,34,IK Oskarshamn,34,Lucas NordsäterJohan FranssonMattias RitolaPatrik ZackrissonJanne JuvonenGKSpencer Abbott,Mathew BodieSimon DespresArsi PiispanenTyler KelleherJohannes SalmonssonTex WilliamssonGK,5,5,Lucas Nordsäter,Johan Fransson,Mattias Ritola,Patrik Zackrisson,Janne JuvonenGK,Spencer Abbott,Mathew Bodie,Simon Despres,Arsi Piispanen,Tyler Kelleher,Johannes Salmonsson,Tex WilliamssonGK
442110,2020-01-18,IK Oskarshamn,Leksands IF,Fredrik Forsberg,Martin Karlsson,Jon Knuts,5v5,EV,Leksands IF,34,IK Oskarshamn,34,Johan FranssonFredrik ForsbergJon KnutsJanne JuvonenGKPhilip SamuelssonMartin Karlsson,Mathew BodieJoakim ThelinJohannes SalmonssonEmil WahlbergRobin SöderqvistTex WilliamssonGK,5,5,Johan Fransson,Fredrik Forsberg,Jon Knuts,Janne JuvonenGK,Philip Samuelsson,Martin Karlsson,Mathew Bodie,Joakim Thelin,Johannes Salmonsson,Emil Wahlberg,Robin Söderqvist,Tex WilliamssonGK
441890,2019-10-24,Linköping HC,Färjestad BK,Andrew Gordon,Broc Little,Jaakko Rissanen,5v5,EV,Linköping HC,13,Färjestad BK,13,Jonas HolösAndrew GordonHampus LarssonJaakko RissanenBroc LittleJonas GustavssonGK,Ville LeskinenLukas Ekeståhl-JonssonOskar BäckMarkus SvenssonGKVojtech MozikJarno Kärki,5,5,Jonas Holös,Andrew Gordon,Hampus Larsson,Jaakko Rissanen,Broc Little,Jonas GustavssonGK,Ville Leskinen,Lukas Ekeståhl-Jonsson,Oskar Bäck,Markus SvenssonGK,Vojtech Mozik,Jarno Kärki
442099,2020-01-16,Brynäs IF,Färjestad BK,Victor Söderström,Nicklas Danielsson,Greg Scott,5v5,EV,Brynäs IF,33,Färjestad BK,32,Victor SöderströmAnton RödinSamuel ErssonGKGreg ScottJonathan SigaletNicklas Danielsson,Jens WestinOskar BäckMarkus SvenssonGKMichael LattaVojtech MozikPontus Widerström,5,5,Victor Söderström,Anton Rödin,Samuel ErssonGK,Greg Scott,Jonathan Sigalet,Nicklas Danielsson,Jens Westin,Oskar Bäck,Markus SvenssonGK,Michael Latta,Vojtech Mozik,Pontus Widerström
441807,2019-09-14,Rögle BK,HV 71,Ted Brithén,Jakob Bondesson,,5v5,EV,Rögle BK,1,HV 71,1,Erlend LesundJakob BondessonDennis EverbergRoman WillGKDaniel ZaarTed Brithén,Christoffer PerssonAxel HolmströmJesper WilliamssonJonas GunnarssonGKJuuso IkonenChristoffer Törngren,5,5,Erlend Lesund,Jakob Bondesson,Dennis Everberg,Roman WillGK,Daniel Zaar,Ted Brithén,Christoffer Persson,Axel Holmström,Jesper Williamsson,Jonas GunnarssonGK,Juuso Ikonen,Christoffer Törngren
441807,2019-09-14,Rögle BK,HV 71,Nils Höglander,Daniel Bertov,,5v5,EV,Rögle BK,1,HV 71,1,Daniel BertovMattias SjögrenNils HöglanderRoman WillGKDominik BokkEric Gelinas,Nils AnderssonDidrik StrömbergAxel HolmströmJonas GunnarssonGKJuuso IkonenChristoffer Törngren,5,5,Daniel Bertov,Mattias Sjögren,Nils Höglander,Roman WillGK,Dominik Bokk,Eric Gelinas,Nils Andersson,Didrik Strömberg,Axel Holmström,Jonas GunnarssonGK,Juuso Ikonen,Christoffer Törngren
441825,2019-09-21,HV 71,Leksands IF,Jonas Ahnelöv,Sebastian Wännström,Marek Hrivik,6v5,Goalie Pulled,Leksands IF,4,HV 71,4,Jon KnutsMattias RitolaSebastian WännströmPatrik ZackrissonMarek HrivikJonas Ahnelöv,Markus LauridsenDidrik StrömbergSimon ÖnerudChristian SandbergHugo AlnefeltGKChristoffer Törngren,6,5,Jon Knuts,Mattias Ritola,Sebastian Wännström,Patrik Zackrisson,Marek Hrivik,Jonas Ahnelöv,Markus Lauridsen,Didrik Strömberg,Simon Önerud,Christian Sandberg,Hugo AlnefeltGK,Christoffer Törngren
441846,2019-10-03,IK Oskarshamn,HV 71,Nichlas Hardt,Tyler Kelleher,,5v5,EV,IK Oskarshamn,7,HV 71,8,Pontus NäsénSimon DespresArsi PiispanenTyler KelleherNichlas HardtTex WilliamssonGK,Filip SandbergJohannes KinnvallJohan JohnssonHugo AlnefeltGKEric MartinssonChristoffer Törngren,5,5,Pontus Näsén,Simon Despres,Arsi Piispanen,Tyler Kelleher,Nichlas Hardt,Tex WilliamssonGK,Filip Sandberg,Johannes Kinnvall,Johan Johnsson,Hugo AlnefeltGK,Eric Martinsson,Christoffer Törngren
441867,2019-10-12,HV 71,Färjestad BK,Gustav Rydahl,,,5v5,EV,Färjestad BK,10,HV 71,10,Marcus NilssonGustav RydahlMichael LindqvistMarkus SvenssonGKSebastian ErixonVojtech Mozik,Emil JohanssonAlexander BergströmJesper WilliamssonJonas GunnarssonGKJohan JohnssonChristoffer Törngren,5,5,Marcus Nilsson,Gustav Rydahl,Michael Lindqvist,Markus SvenssonGK,Sebastian Erixon,Vojtech Mozik,Emil Johansson,Alexander Bergström,Jesper Williamsson,Jonas GunnarssonGK,Johan Johnsson,Christoffer Törngren
441896,2019-10-26,Färjestad BK,HV 71,Jesper Olofsson,Ville Leskinen,Jonathon Blum,5v5,EV,Färjestad BK,14,HV 71,14,Ville LeskinenJonathon BlumOskar BäckAlbert JohanssonArvid HolmGKJesper Olofsson,Markus LauridsenNils AnderssonMartin ThörnbergJoakim AnderssonHugo AlnefeltGKChristoffer Törngren,5,5,Ville Leskinen,Jonathon Blum,Oskar Bäck,Albert Johansson,Arvid HolmGK,Jesper Olofsson,Markus Lauridsen,Nils Andersson,Martin Thörnberg,Joakim Andersson,Hugo AlnefeltGK,Christoffer Törngren
441949,2019-11-28,Växjö Lakers HC,HV 71,Marcus Davidsson,Brendan Shinnimin,,5v5,EV,Växjö Lakers HC,21,HV 71,21,Tim ErixonMarcus DavidssonRoman HorakBrendan ShinniminViktor AndrénGKDaniel Rahimi,Joakim AnderssonJohannes KinnvallJonas GunnarssonGKJuuso IkonenEric MartinssonChristoffer Törngren,5,5,Tim Erixon,Marcus Davidsson,Roman Horak,Brendan Shinnimin,Viktor AndrénGK,Daniel Rahimi,Joakim Andersson,Johannes Kinnvall,Jonas GunnarssonGK,Juuso Ikonen,Eric Martinsson,Christoffer Törngren
441973,2019-12-17,HV 71,IF Malmö Redhawks,Frederik Storm,Lars Bryggman,Fredrik Händemark,5v5,EV,IF Malmö Redhawks,25,HV 71,25,Frederik StormMatias LassenLars BryggmanTobias EkbergFredrik HändemarkOscar AlsenfeltGK,Markus LauridsenNils AnderssonSimon ÖnerudJoakim AnderssonJonas GunnarssonGKChristoffer Törngren,5,5,Frederik Storm,Matias Lassen,Lars Bryggman,Tobias Ekberg,Fredrik Händemark,Oscar AlsenfeltGK,Markus Lauridsen,Nils Andersson,Simon Önerud,Joakim Andersson,Jonas GunnarssonGK,Christoffer Törngren
441973,2019-12-17,HV 71,IF Malmö Redhawks,Jesper Jensen Aabo,Matias Lassen,Jesper Jensen,5v6ENG,ENG,IF Malmö Redhawks,25,HV 71,25,Axel WemmenbornMatias LassenJesper JensenJesper Jensen AaboEmil SylvegårdOscar AlsenfeltGK,Markus LauridsenNils AnderssonSimon ÖnerudFilip SandbergJoakim AnderssonChristoffer Törngren,5,6,Axel Wemmenborn,Matias Lassen,Jesper Jensen,Jesper Jensen Aabo,Emil Sylvegård,Oscar AlsenfeltGK,Markus Lauridsen,Nils Andersson,Simon Önerud,Filip Sandberg,Joakim Andersson,Christoffer Törngren
